publishedAt,authorDisplayName,textDisplay,likeCount
2024-10-28T18:01:07Z,@widyartiapriliani2070,Cocok bnget buat aku  yg kerjanya retailğŸ˜…,0
2024-10-28T17:31:49Z,@yulianurfauziah6723,"ibu bapaknya Angga kepala sekolah di lombok setau akuu, jd pasti pendidikan jg di nomer satukan",35
2024-10-28T17:12:17Z,@yika2583,sesi kek gini suka bangeettt arrrgghhhh,1
2024-10-28T17:05:13Z,@Marcellaamarcella-e5g,Saya Suka orang pintar matematika giliran aku aduh lemah banget dalam matematika,0
2024-10-28T16:50:38Z,@RaodatulJannah-cs3nt,Bang durasinya bisa lebih lama lagi ga? Minimal sampe upin ipin kuliah:&#39;)),4
2024-10-29T10:33:52Z,@LalaViola-i4f,Woy gilaklu ğŸ˜‚ğŸ˜‚ ampe berapa tahun tuh kwkwwkwkwkwwkwkwk,0
2024-10-30T14:00:54Z,@RaodatulJannah-cs3nt,@@LalaViola-i4f wkwkwk seganteng itu durasinya bentar bgt cokğŸ˜­,0
2024-10-28T16:45:25Z,@dizatiffany,"wah, setelah sekian lama tdk mikir mtk. flashback jaman skolah. thank you jer, berguna bgt buat ngitung promo di supermarket ğŸ˜",9
2024-10-28T16:43:32Z,@hendriefendi2441,Model rambutnya gitu amat ya ğŸ˜‚,0
2024-10-28T16:32:18Z,@horidatulmunawaroh6581,Sama Sandy coc donk,0
2024-10-28T16:31:15Z,@trianismagnae8602,"Di podcast angga pernal bilang mama papa nya kepala sekolah dan dia ngerasa kurang bagus di akademik, tp disini angga terlihat banget pinternya..",2
2024-10-30T03:00:46Z,@ellissitinh2351,"angga emang pinter ka dulu waktu sekolah slalu peringkat 1, juara umum jga, selalu mewakili sekolah, dia juga jago lukis, jago kaligrafi dan slalu juara",0
2024-10-30T03:01:02Z,@ellissitinh2351,"angga emang pinter ka dulu waktu sekolah slalu peringkat 1, juara umum jga, selalu mewakili sekolah, dia juga jago lukis, jago kaligrafi dan slalu juara",0
2024-10-31T09:04:34Z,@NimahAziza,Satu sekolah kah? â€‹@@ellissitinh2351,0
2024-10-28T16:13:47Z,@maylanidwi6882,Nyimak biar pinter matematika,1
2024-10-28T16:04:19Z,@wiedaamelia9274,Jerome angga dr dlu emg pintar ortu kepsek cuyy...,0
2024-10-28T16:00:34Z,@AnisaNf-ce3gk,Tetep ganteng tauk malahan jdi manis gantengâ¤,0
2024-10-28T15:55:30Z,@amellyawiharja2876,Angga Filmnya bikin aku nangis ğŸ˜­ğŸ˜­,0
2024-10-28T15:54:50Z,@chubbychewy6092,eh angga tuh kidal ya? apa kameranya mirror?,0
2024-10-28T15:56:47Z,@chubbychewy6092,"mirror ternyata, tangan kiri yang pake jam tangan wkwk",0
2024-10-28T15:40:02Z,@fitriahhpipit983,angga gw gemes sm rambut luğŸ˜­,12
2024-10-28T15:39:58Z,@HaniHani-gv6ol,Nunggu bareng echa kapan upload jerom,1
2024-10-28T15:28:28Z,@Mifda.As-saodah_Tv,Di arafah ketemu angga. Di jerome juga sama,3
2024-10-28T15:21:03Z,@qudsiabilqish5950,"Asli kaget bgttttt, dah lama ga lihat anggaa, sekalinya muncul , muncul di yt bang jer diajakin collab mtk dan wajahnya angga udh gk baby face lagi woyyy",8
2024-10-28T15:19:19Z,@hafidardiansyah7360,Undang el rumi dong. Soalnya banyak yg bilang dia pinter + gaya bicaranya mirip sama jerome ğŸ˜‚,18
2024-10-28T16:05:22Z,@ZakiAldian-hj3ik,Lagi sibuk pacaran dia,1
2024-10-29T13:30:47Z,@wdyaa569,â€‹@@ZakiAldian-hj3ik nyari duit dulu dia di arisan,1
2024-10-28T15:16:40Z,@fitrilappa939,Kalian berdua mirip,1
2024-10-28T15:16:18Z,@dewiretno9292,Undang Prilly dong ğŸ˜‚ğŸ˜‚ğŸ˜‚,0
2024-10-28T15:12:25Z,@Bends-ye7qx,Bang Jerome next Amanda manopo ğŸ˜ŠğŸ‘,0
2024-10-28T15:12:06Z,@fadhillahahmad9317,Si angga kok malah kaya raditya dika yağŸ˜‚ apa perasaan gua aja,0
2024-10-28T15:09:53Z,@agnesmutia4955,"ya ampun suami aku, angga yunanda",0
2024-10-28T15:03:47Z,@scorpios__,kya bukan angga bner&quot; ga ngeh,0
2024-10-28T15:03:07Z,@lutfiyahazizah631,"BANGGGG, AYOO UNDANG IQBAAL RAMADHAN DI KONTEN INIII PLEASE ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­",4
2024-10-29T00:56:34Z,@IpatNuryanti,"Nunggu promo film, tapi gimana PHP nya ga sih?",0
2024-10-28T15:02:42Z,@goguma04,Gila lancar banget Angga ğŸ‘ğŸ‘ğŸ‘ ikut bangga,0
2024-10-28T14:58:49Z,@tfdchemwer,"Angga pernah jd siswa teladan di mariposa,, sedikit banyak dia tahu lah ttg soal2 gtğŸ˜…",0
2024-10-28T14:57:53Z,@tfdchemwer,"Angga pernah jd siswa teladan di mariposa,, sedikit banyak dia tahu lah ttg soal2 gtğŸ˜…",6
2024-10-28T14:50:26Z,@azizarif88,Collab sama Jefri Nichol bang Jerome...ğŸ˜…ğŸ˜…pgen tau Jefri belajar matematika,0
2024-10-28T14:44:55Z,@raihanzakyansyah,Undang bang Fadil jaidi,1
2024-10-28T14:44:24Z,@nadiaikhwani4785,kirain bukan ka anggağŸ˜‚,1
2024-10-28T14:44:11Z,@InayatulAgam,"Anjirr kirain angga palsu, ragu banget buat nonton, beda bangettt wooyy",4
2024-10-28T14:38:56Z,@taufikrahman4672,Coba ajak abdur arsyad bang... Stand up komedian tp S2 matematika,247
2024-10-28T23:59:20Z,@abbybaok,"S2 Pendidikan Matematika. Beda kayaknya, walau ada ngitungnya.",3
2024-10-29T01:12:47Z,@yourforeverenemiee,@@abbybaoktapi tetep ngitung dongğŸ˜­ kan matematika.,8
2024-10-29T04:36:05Z,@taufikrahman4672,@@abbybaok mungkin beda bang tp ttp aja matematikq ğŸ¤£... Gw juga pernh liat kontennya bg abdur ngomngin penalaran matematika... Yaa siapa tau cocok pas collab ğŸ˜‚ğŸ˜‚,5
2024-10-29T07:09:49Z,@wanaboed,Wah nanti ga menarik lagi konten nya karena mereka bakal sibuk bikin rumus ğŸ˜‚,1
2024-10-28T14:38:51Z,@roudhotuljannah2767,Collab sama pacarku ceunahh,0
2024-10-28T14:34:18Z,@mirrorrr,Logika mat nya Angga keren...saluutt,10
2024-10-28T14:30:38Z,@lakinamikilopiko8206,Seru banget aku jadi paham soal-soal yang dikasihhğŸ˜Š,10
2024-10-28T14:29:10Z,@halymawynda1843,Angga soft spoken banget pls ğŸ˜­ğŸ«¶ğŸ»,3
2024-10-28T14:28:46Z,@leeleevaa,seruuu banget jelas bangett jadi paham sambil coba ngerjain,3
2024-10-28T14:28:38Z,@marifatulkhoeriyah8974,dia pinter elu ternyata,0
2024-10-28T14:27:54Z,@putueni987,"My Annoying Brother adaptasi dr Film Korea yg judulnya sama. Kalau jalan ceritanya sama, sumpah pasti nangis sesenggukan. Terutama di akhir. Dulu yg main DO EXO",76
2024-10-29T10:22:31Z,@LalaViola-i4f,Bisa nonton di youtube gk kak ğŸ˜‚ğŸ˜‚,0
2024-10-31T05:19:20Z,@Egar_evelynnn,Bener bangett,0
2024-10-28T14:26:50Z,@rachleh2634,Rada bingung pas penjualan sepeda. Katanya untung 20% jadi 120k. Kok itu pas ngerjainnya bisa jadi 120% ya? Bukan 20%?,2
2024-10-28T16:53:42Z,@sanomanjiro9384,"Total harga beli sm untung, secaar persenan",1
2024-10-29T00:25:30Z,@KazumaFSeiei,Harga beli 100% dan untung 20% artinya harga jual + keuntungan =120%,0
2024-10-28T14:23:17Z,@fitrialaili3073,Aku kira ini Angga KW wkwkwk,0
2024-10-28T14:20:19Z,@C_017_HanaPuspita,mau ngelamar ke bimbel nya bang Jer. Persyaratannya apa ya?,1
2024-10-28T14:18:05Z,@e.h933,Adaptasi drakor kn ya?? Drama kyungsoo bukan sih??,0
2024-10-28T14:15:28Z,@lebahmadu24,Kami tetap dukung angga dripda Jerome. Mf Jerome tapi angga lebih menggoda walaupun kmu pintar matematikağŸ˜‚,0
2024-10-28T14:10:07Z,@sintiasari7377,Boleh ga si kalo misalkan<br><br>Harga beli + untung = harga jual<br>Harga beli + untung (20.000) = 120.000<br>Harga beli = 120.000-20.000<br>Harga beli = 100.000<br><br>*Jadi yang untungnya tu langsung dijadiin ribuan,5
2024-10-28T15:29:42Z,@meutyafarah4556,Kalau dari soal kebetulan aja 20% dari 120.000 itu ya 20.000. Kalau soal yg berbeda gak bisa lgsg dari persen diubah ke nominal uang. Kecuali dicari manual. Pahamkah?,1
2024-10-28T15:52:27Z,@sintiasari7377,@@meutyafarah4556 thank uu,1
2024-10-28T14:05:56Z,@witriatanzz,Refleg ngikut ngitung wk,0
2024-10-28T14:02:19Z,@erlynaabidasari8173,Angga tu aku banget... ilmu coba2 n logika,5
2024-10-28T13:59:46Z,@DZnoSekai,"Pas liat thumbnail, wah tumben Bisma Smash , pas liat judul video : lah?",7
2024-10-28T13:57:40Z,@makailaofficial733,Bang jer...kapan nih kolab sama trio NUS,17
2024-10-29T21:56:47Z,@Apicell30,up,1
2024-10-28T13:56:08Z,@nandiarayastika7487,Saya gak&#39; salah milih idola Angga yunanda ganteng baik sholeh sayang keluarga kariernya bagus pinter Lagi semuanya perfect cowok idaman wanita sejuta umat bener ga guys...,0
2024-10-28T13:52:12Z,@prettea_cute,"Menurut gue cukup sih ngga, masa udh ganteng, mapan, trus pinter pula. Pusing banget gue ada manusia kayak angga ğŸ˜­",82
2024-10-29T06:24:42Z,@Ruby-ux9nj,ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚,0
2024-10-30T04:28:52Z,@agusrahman626,Segitunya...ğŸ¤£,0
2024-10-28T13:45:13Z,@witriatanzz,Angga sudah dewasa wkwkğŸ˜Š,0
2024-10-28T13:44:00Z,@fathimlarak4276,kak plisss colab sama axel sandyy plisss,0
2024-10-28T13:42:24Z,@kangukhi2663,Keren,0
2024-10-28T13:41:33Z,@dyefseu_1254,"angga emang pinter dari pas sekolah ngga sii, sering ikut&quot; lomba juga dulu, emang dasarnya cepet nangkep ni anak wkwk keren!!",153
2024-10-28T17:23:54Z,@audinta,Ortunya kepala sekolah. Sudah pasti nurun gen dari emak bapaknya,14
2024-10-28T13:39:29Z,@icchasapratista5358,Pas ngerjakan bareng angga agak paham (cara cepat) pas mahamin konsepnya sm jerome kok tiba2 blank g paham ğŸ˜‚ duh otakku..,0
2024-10-28T13:39:22Z,@widhysoekamto2123,Kok mirip?? ğŸ˜…,0
2024-10-28T13:36:25Z,@Starmoon-x1u,Suka...tpi GK trllu pintarğŸ˜,0
2024-10-28T13:33:43Z,@Reffanii,Angga tu rambutnya selalu beda beda mungkin karna shuting film,0
2024-10-28T13:31:12Z,@virasevianidewantri,abis ini angga mau daftar cpns,1
2024-10-28T13:30:00Z,@Nnyunyun22,"Bjirrrr dr cover nya aja gk percaya itu Angga, kek beda orang. Pas dibuka videonya beneran Angga dong",11
2024-10-28T13:24:00Z,@athanasialou,"Wait waiitt yg 40% itu ditambah 10% kan, 10%nya dari mana ya? Kok aku lemotğŸ˜‚",0
2024-10-28T14:25:15Z,@e.h933,Kn ada dipertnyaan 20%:1/2+10% ya jd 40+10,0
2024-10-28T14:28:05Z,@athanasialou,@@e.h933 ohh aku ga merhatiin kayaknya pas bagian situğŸ˜ makasih udah di jelasin,0
2024-10-28T16:25:59Z,@e.h933,@@athanasialou sip ğŸ‘,0
2024-10-28T13:23:44Z,@bellavinanti,Hadirr bg jeromeee,0
2024-10-28T13:22:58Z,@SelaNurpitri,meleng dikit collab sama anggağŸ˜ğŸ˜,1
2024-10-28T13:20:54Z,@abrahamkeenanabdullahfanae9138,56 menit yg lalu semangat terus bang kontent nya Dan sehat selalu,0
2024-10-28T13:14:40Z,@sugeng_salto,Absen cuyy,0
2024-10-28T13:14:31Z,@haurahry,Lucu bgt angga yunanda kagetttt tibaÂ² kumisanğŸ˜­ğŸ˜­,0
2024-10-28T13:13:59Z,@latifahnur8462,Angga kumisan sekilas mirip Alffy Rev yakğŸ˜‚,0
2024-10-28T13:13:33Z,@IzdanaAlfaridzi,"<a href=""https://www.youtube.com/watch?v=c6ULhl5UU0k&amp;t=1010"">16:50</a> gw itung jawabany 320.000",0
2024-10-28T18:16:05Z,@Imron_u,Hah jelasin coba,0
2024-10-28T13:13:04Z,@26.primanitadewi84,angga pinter ternyataaa,0
2024-10-28T13:12:56Z,@Aristata-m1u,makin keliatan ganteng angga pas lagi pusing mikir jawabanğŸ˜‚,3
2024-10-28T13:10:46Z,@muhammadAkbar-b6n,"Mantap bang jerome ğŸ‘,,bang Angga yunanda cepet mikirnya dan cepat nangkap nya,ğŸ‘",8
2024-10-28T13:06:45Z,@hanzvlog9525,penonton di jam 20.06,0
2024-10-28T13:06:03Z,@sulissolekah1327,Gercep gak nihh??,1
2024-10-28T13:03:46Z,@buenasnoticias9093,Segmen beginian gak bakal gw lewatin....,8
2024-10-28T13:02:03Z,@pattijusongma,i suck at math :(,0
2024-10-28T13:01:53Z,@amaliakn906,Berasa murojaah mapel MTK wkwk,0
2024-10-28T13:00:56Z,@Ackeirz,"materi pecahan emang terbaik, klo udah ketemu integral udah nyerah gw",16
2024-10-28T13:04:31Z,@buenasnoticias9093,Apalagi sin cos tangen ğŸ˜‚,2
2024-10-30T14:31:47Z,@17.laludiva22,Udh bang ğŸ˜‚â€‹@@buenasnoticias9093,0
2024-10-28T13:00:44Z,@yulianaintannurfauziah4173,Angga kaya cipa kidal,0
2024-10-28T13:05:30Z,@buenasnoticias9093,Tidak kidal.<br>Yang kidal itu Hitomi,0
2024-10-28T13:14:28Z,@fina19,"Gak kidal itu kamera depan, liat tulisan kaosnya sama jambulnya aja kebalikğŸ˜¬",0
2024-10-29T13:56:54Z,@yulianaintannurfauziah4173,@@fina19 eh iya kamera depanğŸ˜,0
2024-10-28T12:58:59Z,@Zvera00,ğŸ˜³ğŸ˜³,0
2024-10-28T12:58:02Z,@sonimanofficialchannel3118,Bang jer emak bapak nya angga Kepsek wkwk basic pendidikan mayan oke lah,2
2024-10-28T12:57:04Z,@riaandriani7806,Udah nntn filmya. Jo jung suk dan DO,16
2024-10-28T12:57:01Z,@oreosebong,angga otaknya encer polll kerenn,14
2024-10-28T12:56:07Z,@danisariw,"Pinter, lucu, ganteng, multitalenta. Apa lagi sih yang lo gak bisa @angga?? ğŸ˜‚â¤â¤",41
2024-10-28T13:03:04Z,@buenasnoticias9093,Demikian pula dengan Jerome ğŸ˜‚<br>Tapi 1 hal yang belum pernah Jerome coba : dunia akting...,0
2024-10-28T17:24:40Z,@audinta,Yang ga bisa adalah tidak bisa kamu miliki ğŸ˜‚,0
2024-10-28T12:55:56Z,@SheylaSya,Angga kumisan keliatan makin dewasa dulu baby faceğŸ˜‚,9
2024-10-28T12:49:54Z,@indinmth,Bang undang ka ecaaa,4
2024-10-28T12:45:51Z,@putrijaswa-wq6nt,"aku merhatiin sampe abis, herannya aku tetep ga ngertiğŸ˜­ pdhal pas bang jer jelasin aku ngerasa kyk &quot;ouhh gtu, iya iya ngerti&quot; tpi pas aku mikir lgi tetep aja kyk &quot;hah, gmn gmna?&quot; ğŸ˜­",79
2024-10-28T13:01:39Z,@buenasnoticias9093,Kok kita sama ya ? ğŸ˜‚,2
2024-10-28T13:18:42Z,@elfiramadhani1112,Semangat otak,4
2024-10-28T13:43:22Z,@FebiMarques,Sama gw jgağŸ˜«ğŸ˜­,2
2024-10-28T16:02:14Z,@AliRamadhan-zd2jp,Kayaknya harus lebih fokus sih,0
2024-10-28T17:27:14Z,@almasramadhani7794,"Emang oon pada dasarnya ka, aku juga awalnya &quot;ohhh&quot; lama lama &quot;hah?&quot;ğŸ¤£",1
2024-10-28T12:42:10Z,@reskiyulianasulbanir3687,ğŸ˜,0
2024-10-28T12:42:00Z,@sugianorixc9539,Mirip Cok beda rambut ajağŸ˜…,0
2024-10-28T12:41:12Z,@y4y4h,Angga lucu berkumis gini..pinter matematika tambah lagi plusnya,138
2024-10-28T12:38:07Z,@sajakku8559,Angga yunanda tu ibu nya guru gw dulu,1
2024-10-28T12:36:07Z,@rkartikaST,ğŸ‰ğŸ‰ğŸ‰,0
2024-10-28T12:35:45Z,@TeanTvChannel,KOK JD MIRIPPPğŸ˜§ğŸ˜§ğŸ˜§,1
2024-10-28T12:35:24Z,@rdenV,sama bang medy kapan bg,1
2024-10-28T12:34:32Z,@adimaulana4232,Angga ada kumis sekilas kaya Charlie Puth,4
2024-10-28T12:33:21Z,@keanuariel8531,"<a href=""https://www.youtube.com/watch?v=c6ULhl5UU0k&amp;t=507"">8:27</a>-<a href=""https://www.youtube.com/watch?v=c6ULhl5UU0k&amp;t=512"">8:32</a> Kalau masih bingung dengan perkalian persen, anggap persen (%) sebagai variabel yang kalau dikali, (%)-nya tetap ada.",44
2024-10-28T12:31:59Z,@nicaannisa0100,Ez ez klo ini mah,0
2024-10-28T12:29:57Z,@aleacasandra3124,Ajarin salto pke rumus matematika dong bangğŸ™ŒğŸ»,0
2024-10-28T12:29:50Z,@Bindeka-ID,"Angga Yunanda kalo berkumis kek org lain, sekilas kek org lain, tapi kalo di liat serius baru keliatan ğŸ˜‚ğŸ˜‚",68
2024-10-29T03:12:47Z,@rrjyosa,mana rambutnya gituu kannğŸ˜­ğŸ˜­,0
2024-10-28T12:29:25Z,@sweet_beary,TibaÂ² banget sama angga next sama beby tsabina kak â¤ğŸ˜‚,1
2024-10-28T12:29:13Z,@CHOIRUL-m2r,"@nihongomantappu Assalamu&#39;alaikum/halo<br>Mas Jarome, saya mau bertanya  bagaimana cara menghitung tambahan 90+6 ke 99 yang dilakukan wasit Bahrain yang berbuat curang padahal hanya menambah 6 menit saja menjadi 100. Saya mau tanya bagaimana cara menghitungnya menurut IPA FISIKA DAN MTK.",0
2024-10-28T12:28:40Z,@sasikarani5663,SUKAAA MATEMATIKA TAPI MEMATIKAN KARENA M NYA MATI,1
2024-10-28T12:27:45Z,@annisabila4njay155,INI SERUU BGTTT PLSSSSS,13
2024-10-28T12:27:20Z,@WardatulJennah-s3u,Keren kak angga yunandağŸ˜‚â¤,3
2024-10-28T12:27:18Z,@ullynaura3564,Halo bangg,0
2024-10-28T12:26:57Z,@ayaaazhra1385,"udah lama ga liat angga, sekalinya liat uda kumisan wkwk kagett bangettğŸ˜­, aku kira bukan angga yunandaa",541
2024-10-28T13:04:51Z,@fuyunokaze2920,Kan untuk keperluan filmnya,21
2024-10-29T01:19:17Z,@lalusidiq7350,Itu penampilan filem,8
2024-10-29T02:29:21Z,@erni2325,Kirain parodi angga yunandağŸ™ğŸ˜­,5
2024-10-29T08:20:10Z,@FirdausAlfaizi,bener ğŸ˜‚,0
2024-10-29T08:55:29Z,@ryki2912,asli saking oenasarnua dr cover msa sih it angga ğŸ˜‚,0
2024-10-28T12:26:51Z,@windadwi5039,â¤â¤â¤â¤â¤â¤â¤,0
2024-10-28T12:26:42Z,@seeon6688,"Wow mantap, Makasih sudah Share Jerome..... aku baru pertama nih liat Angga Yunanda, apa dia punya channel?... God Bless You Jerome and Team. Amen.",25
2024-10-28T12:26:35Z,@dzudillashidqia7224,AKU SUKA ANGGA,3
2024-10-28T12:26:26Z,@DiantiYuniarti,Anaknya kepala sekolah kak jer jadi ya gak di raguin sih bisa matematika,43
2024-10-28T12:27:28Z,@annisabila4njay155,hahahaha iyaa juga,2
2024-10-28T12:26:24Z,@Dazai-c5j,Matematika itu menyenangkan ğŸ˜‹,1
2024-10-28T12:26:15Z,@23muhammadarifbillah23,Awok Awok,0
2024-10-28T12:26:05Z,@FauziahAndayani-y2y,â¤,0
2024-10-28T12:25:31Z,@nailirahmawatiainuddunya6363,Keren bgtğŸ˜Š,5
2024-10-28T12:25:31Z,@perasusanti9946,Weeee lahh anggaaaaâ¤â¤â¤,4
2024-10-28T12:25:26Z,@FansShad,Nihongo Mantappu menyukai komentar mu,1
2024-10-28T12:25:19Z,@DiantiYuniarti,Gercep banget langsung nonton karena ada notif,9
2024-10-28T12:25:17Z,@astii21,pertamaa bang jeerrrâ¤,0
2024-10-28T12:25:16Z,@RudhiHarson,First ğŸ‰,0
2024-10-28T12:25:16Z,@betronium6674,ğŸ˜®ğŸ˜®,1
2024-10-28T12:25:10Z,@GhailanShakeil-e7y,Halo kak jerome apa kabar???,1
2024-10-28T12:25:08Z,@Bebe_sabian,Pertama bang pin,0
2024-10-28T12:25:06Z,@NabilaTiaraadima,pertamaa banngg,0
2024-10-28T12:25:05Z,@StarlaKece,Ajarin matematika dong bang jerom ğŸ™ğŸ»,4
2024-10-28T13:04:18Z,@sidikyamani1086,"lah, trus ini lagi ngajarin apa renang ???",2
2024-10-28T13:06:02Z,@buenasnoticias9093,Nanti aja daftar Mantappu Academy...,1
2024-10-28T14:12:46Z,@astridcorner6859,ğŸ˜‚â€‹@@sidikyamani1086,0
2024-10-28T22:41:57Z,@StarlaKece,@@sidikyamani1086 Aku masih belum mengerti matematika loh... Baru sampai aljabar berpangkat... Itu pun udah susah banget,1
2024-10-28T12:25:05Z,@azzazukhrufia,uwee,0
2024-10-28T12:25:04Z,@elfaagstna,"AAAA NANGIS BANGET, AKHIRNYA COLLAB",13
2024-10-28T12:25:03Z,@ndindasr,Wahhhh kok bisa sama angga,5
2024-10-28T13:00:46Z,@meida1784,"Kan emng berteman Dan sering jumpa gitu cm gk di shoot, ğŸ‘ğŸ¤©",1
2024-10-28T12:24:56Z,@shaishayn_,FIRSSSTTT NOTIS AKU JEROOMMMZZZZZ,1
2024-10-28T12:24:55Z,@SongYtshort,Pertama <br>Sapa dong,1
2024-10-28T12:24:55Z,@GhailanShakeil-e7y,Pertama kak jerome,0
2024-10-28T12:24:55Z,@ahmadlutfi4510,Pertama bg,0
2024-10-28T12:24:52Z,@SandroNatanael1212,First lageeeee,0
2024-10-28T12:24:51Z,@ExileXyz,Hi,0
2024-10-28T12:24:49Z,@forestxd1189,Haloo,0
2024-10-28T12:24:47Z,@haura9028,First!!,1
2024-10-28T12:24:46Z,@nihongomantappu,ABSEN 300 ORANG YANG SUKA MATEMATIKAAA!!,690
2024-10-28T12:25:11Z,@Nhabila_Cesaria_Ramlan,YoğŸ¤˜,7
2024-10-28T12:25:21Z,@nelle09,AKUUUU,5
2024-10-28T12:25:35Z,@briliantidhika7433,Akuuuuuuâ€¦.gasukağŸ˜­,7
2024-10-28T12:25:53Z,@_rds.27_72,sayaa,6
2024-10-28T12:26:22Z,@windadwi5039,â¤â¤â¤,3
